seqid	mrca	ps
AT3G15359.1	Arabidopsis_thaliana	21
AT2G46995.1	Arabidopsis_thaliana	21
AT1G03240.1	Arabidopsis_thaliana	21
AT3G26742.1	Arabidopsis_thaliana	21
AT1G25112.1	Arabidopsis_thaliana	21
AT2G23985.2	Arabidopsis_thaliana	21
AT4G08406.1	Arabidopsis_thaliana	21
AT3G28193.1	Arabidopsis_thaliana	21
AT5G65580.1	Arabidopsis_thaliana	21
AT4G09587.1	Arabidopsis_thaliana	21
AT5G39024.1	Arabidopsis_thaliana	21
AT1G33102.1	Arabidopsis_thaliana	21
AT2G11651.1	Arabidopsis_thaliana	21
AT3G25099.1	Arabidopsis_thaliana	21
AT5G26262.1	Arabidopsis_thaliana	21
AT3G49551.1	Arabidopsis_thaliana	21
AT3G57072.1	Arabidopsis_thaliana	21
AT3G28590.1	Arabidopsis_thaliana	21
AT1G59885.1	Arabidopsis_thaliana	21
AT3G43829.1	Arabidopsis_thaliana	21
AT1G15045.1	Arabidopsis_thaliana	21
AT2G10557.1	Arabidopsis_thaliana	21
AT3G52302.1	Arabidopsis_thaliana	21
AT4G05612.1	Arabidopsis_thaliana	21
AT5G37240.1	Arabidopsis_thaliana	21
AT3G28674.1	Arabidopsis_thaliana	21
AT4G12380.1	Arabidopsis_thaliana	21
AT1G25025.1	Arabidopsis_thaliana	21
AT1G43624.1	Arabidopsis_thaliana	21
AT5G55508.1	Arabidopsis_thaliana	21
AT2G41082.1	Arabidopsis_thaliana	21
AT2G12557.1	Arabidopsis_thaliana	21
AT3G25233.1	Arabidopsis_thaliana	21
AT5G32597.1	Arabidopsis_thaliana	21
AT5G28463.1	Arabidopsis_thaliana	21
AT5G15008.1	Arabidopsis_thaliana	21
AT5G28465.1	Arabidopsis_thaliana	21
AT3G12835.1	Arabidopsis_thaliana	21
AT1G56530.1	Arabidopsis_thaliana	21
AT5G35688.1	Arabidopsis_thaliana	21
AT5G04267.1	Arabidopsis_thaliana	21
AT4G23271.1	Arabidopsis_thaliana	21
AT3G49115.1	Arabidopsis_thaliana	21
AT4G07380.1	Arabidopsis_thaliana	21
AT1G73602.1	Arabidopsis_thaliana	21
AT4G20006.1	Arabidopsis_thaliana	21
AT3G50764.1	Arabidopsis_thaliana	21
AT5G40981.1	Arabidopsis_thaliana	21
AT3G26511.1	Arabidopsis_thaliana	21
AT1G07885.1	Arabidopsis_thaliana	21
AT2G33006.1	Arabidopsis_thaliana	21
AT1G43415.1	Arabidopsis_thaliana	21
AT2G40711.1	Arabidopsis_thaliana	21
AT2G07738.1	Arabidopsis_thaliana	21
AT5G09462.1	Arabidopsis_thaliana	21
AT5G57181.1	Arabidopsis_thaliana	21
AT5G33421.1	Arabidopsis_thaliana	21
AT5G54531.1	Arabidopsis_thaliana	21
AT3G17261.1	Arabidopsis_thaliana	21
AT2G13363.1	Arabidopsis_thaliana	21
AT1G21738.1	Arabidopsis_thaliana	21
AT1G59865.2	Arabidopsis_thaliana	21
AT1G35242.1	Arabidopsis_thaliana	21
AT5G61495.1	Arabidopsis_thaliana	21
AT4G07825.1	Arabidopsis_thaliana	21
AT4G08967.1	Arabidopsis_thaliana	21
AT3G50674.1	Arabidopsis_thaliana	21
AT4G31960.1	Arabidopsis_thaliana	21
AT2G44304.1	Arabidopsis_thaliana	21
AT1G03106.1	Arabidopsis_thaliana	21
AT1G33709.1	Arabidopsis_thaliana	21
AT3G12840.1	Arabidopsis_thaliana	21
AT3G50320.1	Arabidopsis_thaliana	21
AT5G37351.1	Arabidopsis_thaliana	21
AT2G38646.1	Arabidopsis_thaliana	21
AT2G25697.1	Arabidopsis_thaliana	21
AT4G20470.1	Arabidopsis_thaliana	21
AT3G25221.1	Arabidopsis_thaliana	21
AT2G24683.1	Arabidopsis_thaliana	21
AT2G14692.1	Arabidopsis_thaliana	21
AT4G22510.1	Arabidopsis_thaliana	21
AT5G26912.1	Arabidopsis_thaliana	21
AT1G02391.1	Arabidopsis_thaliana	21
AT2G24780.1	Arabidopsis_thaliana	21
AT1G33860.2	Arabidopsis_thaliana	21
AT1G33860.1	Arabidopsis_thaliana	21
AT1G12411.1	Arabidopsis_thaliana	21
AT4G33310.1	Arabidopsis_thaliana	21
AT4G35025.1	Arabidopsis_thaliana	21
AT2G09840.1	Arabidopsis_thaliana	21
AT1G48912.1	Arabidopsis_thaliana	21
AT2G24592.1	Arabidopsis_thaliana	21
AT2G43450.1	Arabidopsis_thaliana	21
AT3G30840.1	Arabidopsis_thaliana	21
AT3G04855.1	Arabidopsis_thaliana	21
AT2G02026.1	Arabidopsis_thaliana	21
AT3G43420.1	Arabidopsis_thaliana	21
AT4G09260.1	Arabidopsis_thaliana	21
AT5G14560.1	Arabidopsis_thaliana	21
AT5G46013.1	Arabidopsis_thaliana	21
AT2G15327.1	Arabidopsis_thaliana	21
AT2G23321.1	Arabidopsis_thaliana	21
AT4G40011.1	Arabidopsis_thaliana	21
AT5G57535.1	Arabidopsis_thaliana	21
AT1G44094.1	Arabidopsis_thaliana	21
AT5G36900.1	Arabidopsis_thaliana	21
AT3G46150.1	Arabidopsis_thaliana	21
AT5G45469.1	Arabidopsis_thaliana	21
AT1G16858.1	Arabidopsis_thaliana	21
AT1G38630.1	Arabidopsis_thaliana	21
AT1G24880.3	Arabidopsis_thaliana	21
AT3G04854.1	Arabidopsis_thaliana	21
AT3G51636.1	Arabidopsis_thaliana	21
AT1G38950.1	Arabidopsis_thaliana	21
AT2G03565.1	Arabidopsis_thaliana	21
AT2G30430.1	Arabidopsis_thaliana	21
AT3G24216.1	Arabidopsis_thaliana	21
AT3G32036.1	Arabidopsis_thaliana	21
AT1G44940.1	Arabidopsis_thaliana	21
AT1G54880.1	Arabidopsis_thaliana	21
AT5G50645.1	Arabidopsis_thaliana	21
AT3G29431.1	Arabidopsis_thaliana	21
AT2G17556.1	Arabidopsis_thaliana	21
AT1G28281.1	Arabidopsis_thaliana	21
AT2G39520.1	Arabidopsis_thaliana	21
AT3G24929.2	Arabidopsis_thaliana	21
AT1G11684.1	Arabidopsis_thaliana	21
AT3G44784.1	Arabidopsis_thaliana	21
AT4G05091.1	Arabidopsis_thaliana	21
AT4G08868.1	Arabidopsis_thaliana	21
AT3G47965.1	Arabidopsis_thaliana	21
AT3G53370.2	Arabidopsis_thaliana	21
AT2G18610.1	Arabidopsis_thaliana	21
AT3G14452.1	Arabidopsis_thaliana	21
AT2G04380.1	Arabidopsis_thaliana	21
AT1G15840.1	Arabidopsis_thaliana	21
AT5G20181.1	Arabidopsis_thaliana	21
AT1G58150.1	Arabidopsis_thaliana	21
AT5G33390.1	Arabidopsis_thaliana	21
AT1G38790.1	Arabidopsis_thaliana	21
AT1G32290.1	Arabidopsis_thaliana	21
AT2G38544.1	Arabidopsis_thaliana	21
AT5G50361.1	Arabidopsis_thaliana	21
AT3G07522.1	Arabidopsis_thaliana	21
AT4G39403.1	Arabidopsis_thaliana	21
AT3G27968.1	Arabidopsis_thaliana	21
AT1G80865.1	Arabidopsis_thaliana	21
AT4G31030.1	Arabidopsis_thaliana	21
AT4G08949.1	Arabidopsis_thaliana	21
AT1G66553.1	Arabidopsis_thaliana	21
AT2G05270.1	Arabidopsis_thaliana	21
AT5G41774.1	Arabidopsis_thaliana	21
AT4G06740.1	Arabidopsis_thaliana	21
AT5G09463.1	Arabidopsis_thaliana	21
AT2G10931.1	Arabidopsis_thaliana	21
AT2G36916.1	Arabidopsis_thaliana	21
AT1G24822.1	Arabidopsis_thaliana	21
AT4G37483.1	Arabidopsis_thaliana	21
AT1G24880.2	Arabidopsis_thaliana	21
AT1G35255.1	Arabidopsis_thaliana	21
AT2G36881.1	Arabidopsis_thaliana	21
AT2G13273.1	Arabidopsis_thaliana	21
AT1G31270.1	Arabidopsis_thaliana	21
AT1G27565.1	Arabidopsis_thaliana	21
AT2G31018.1	Arabidopsis_thaliana	21
AT4G15061.1	Arabidopsis_thaliana	21
AT1G35333.1	Arabidopsis_thaliana	21
AT2G05915.1	Arabidopsis_thaliana	21
AT5G35300.1	Arabidopsis_thaliana	21
AT5G25870.1	Arabidopsis_thaliana	21
AT5G17233.1	Arabidopsis_thaliana	21
AT3G57958.1	Arabidopsis_thaliana	21
AT1G62863.1	Arabidopsis_thaliana	21
AT3G44440.1	Arabidopsis_thaliana	21
AT5G43211.1	Arabidopsis_thaliana	21
AT3G62988.1	Arabidopsis_thaliana	21
AT2G29654.1	Arabidopsis_thaliana	21
AT5G09445.1	Arabidopsis_thaliana	21
AT2G12461.1	Arabidopsis_thaliana	21
AT2G07362.1	Arabidopsis_thaliana	21
AT4G16215.1	Arabidopsis_thaliana	21
AT3G42130.1	Arabidopsis_thaliana	21
AT1G01073.1	Arabidopsis_thaliana	21
AT3G22022.1	Arabidopsis_thaliana	21
AT2G26511.1	Arabidopsis_thaliana	21
AT2G26120.1	Arabidopsis_thaliana	21
AT3G29195.1	Arabidopsis_thaliana	21
AT3G63233.1	Arabidopsis_thaliana	21
AT3G52941.1	Arabidopsis_thaliana	21
AT3G07273.1	Arabidopsis_thaliana	21
AT5G26970.1	Arabidopsis_thaliana	21
AT3G03020.1	Arabidopsis_thaliana	21
AT5G49448.1	Arabidopsis_thaliana	21
AT4G05265.1	Arabidopsis_thaliana	21
AT1G03022.1	Arabidopsis_thaliana	21
AT1G32337.1	Arabidopsis_thaliana	21
AT4G08740.1	Arabidopsis_thaliana	21
AT2G40233.1	Arabidopsis_thaliana	21
AT2G11891.1	Arabidopsis_thaliana	21
AT2G10920.1	Arabidopsis_thaliana	21
AT4G11876.1	Arabidopsis_thaliana	21
AT3G53611.1	Arabidopsis_thaliana	21
AT4G09210.1	Arabidopsis_thaliana	21
AT2G10340.1	Arabidopsis_thaliana	21
AT5G43480.1	Arabidopsis_thaliana	21
AT1G08165.1	Arabidopsis_thaliana	21
AT1G32225.1	Arabidopsis_thaliana	21
AT2G16955.1	Arabidopsis_thaliana	21
AT2G15318.1	Arabidopsis_thaliana	21
AT5G28931.1	Arabidopsis_thaliana	21
AT1G53366.1	Arabidopsis_thaliana	21
AT1G44940.2	Arabidopsis_thaliana	21
AT2G34185.3	Arabidopsis_thaliana	21
AT2G17960.1	Arabidopsis_thaliana	21
AT2G03180.1	Arabidopsis_thaliana	21
AT2G29452.1	Arabidopsis_thaliana	21
AT5G47306.1	Arabidopsis_thaliana	21
AT5G33806.1	Arabidopsis_thaliana	21
AT3G44140.1	Arabidopsis_thaliana	21
AT5G58790.3	Arabidopsis_thaliana	21
AT5G41420.1	Arabidopsis_thaliana	21
AT3G05602.1	Arabidopsis_thaliana	21
AT1G43970.1	Arabidopsis_thaliana	21
AT1G02490.1	Arabidopsis_thaliana	21
AT5G42635.1	Arabidopsis_thaliana	21
AT3G03020.2	Arabidopsis_thaliana	21
AT5G48860.1	Arabidopsis_thaliana	21
AT1G65541.1	Arabidopsis_thaliana	21
AT2G28426.1	Arabidopsis_thaliana	21
AT2G05500.1	Arabidopsis_thaliana	21
AT2G05294.1	Arabidopsis_thaliana	21
AT4G25386.1	Arabidopsis_thaliana	21
AT2G10608.1	Arabidopsis_thaliana	21
AT5G64401.1	Arabidopsis_thaliana	21
AT3G29570.1	Arabidopsis_thaliana	21
AT2G10608.2	Arabidopsis_thaliana	21
AT4G16240.1	Arabidopsis_thaliana	21
AT5G25422.1	Arabidopsis_thaliana	21
AT5G27340.1	Arabidopsis_thaliana	21
AT1G13485.1	Arabidopsis_thaliana	21
AT1G10652.1	Arabidopsis_thaliana	21
AT3G61829.1	Arabidopsis_thaliana	21
AT3G48344.1	Arabidopsis_thaliana	21
AT5G02021.1	Arabidopsis_thaliana	21
AT3G30222.1	Arabidopsis_thaliana	21
AT1G35183.1	Arabidopsis_thaliana	21
AT3G46390.1	Arabidopsis_thaliana	21
AT1G35320.1	Arabidopsis_thaliana	21
AT5G66340.1	Arabidopsis_thaliana	21
AT1G05450.1	Arabidopsis_thaliana	21
AT5G09711.1	Arabidopsis_thaliana	21
AT3G48298.1	Arabidopsis_thaliana	21
AT1G61920.1	Arabidopsis_thaliana	21
AT4G37022.1	Arabidopsis_thaliana	21
AT2G34185.1	Arabidopsis_thaliana	21
AT3G03626.1	Arabidopsis_thaliana	21
AT4G32240.1	Arabidopsis_thaliana	21
AT5G40847.1	Arabidopsis_thaliana	21
AT3G19274.1	Arabidopsis_thaliana	21
AT2G30925.1	Arabidopsis_thaliana	21
AT3G30845.1	Arabidopsis_thaliana	21
AT3G42148.1	Arabidopsis_thaliana	21
AT5G46417.1	Arabidopsis_thaliana	21
AT4G32924.1	Arabidopsis_thaliana	21
AT5G02811.1	Arabidopsis_thaliana	21
AT3G44783.1	Arabidopsis_thaliana	21
AT1G68526.1	Arabidopsis_thaliana	21
AT3G26616.1	Arabidopsis_thaliana	21
AT1G37162.1	Arabidopsis_thaliana	21
AT1G21975.1	Arabidopsis_thaliana	21
AT2G19300.1	Arabidopsis_thaliana	21
AT3G26561.1	Arabidopsis_thaliana	21
AT1G36078.1	Arabidopsis_thaliana	21
AT3G48346.1	Arabidopsis_thaliana	21
AT1G26916.1	Arabidopsis_thaliana	21
AT3G43402.1	Arabidopsis_thaliana	21
AT2G10020.1	Arabidopsis_thaliana	21
AT5G35603.3	Arabidopsis_thaliana	21
AT2G12405.1	Arabidopsis_thaliana	21
AT5G14011.1	Arabidopsis_thaliana	21
AT2G13126.1	Arabidopsis_thaliana	21
AT4G07408.1	Arabidopsis_thaliana	21
AT2G05185.2	Arabidopsis_thaliana	21
AT4G03443.1	Arabidopsis_thaliana	21
AT3G50250.1	Arabidopsis_thaliana	21
AT4G05494.1	Arabidopsis_thaliana	21
AT4G37685.1	Arabidopsis_thaliana	21
AT3G28321.1	Arabidopsis_thaliana	21
AT1G30016.1	Arabidopsis_thaliana	21
AT1G29465.1	Arabidopsis_thaliana	21
AT1G11785.1	Arabidopsis_thaliana	21
ATMG01230.1	Arabidopsis_thaliana	21
AT2G05185.1	Arabidopsis_thaliana	21
AT2G06908.1	Arabidopsis_thaliana	21
AT5G45973.1	Arabidopsis_thaliana	21
AT5G50880.1	Arabidopsis_thaliana	21
AT3G31400.1	Arabidopsis_thaliana	21
AT5G33898.1	Arabidopsis_thaliana	21
AT4G24231.1	Arabidopsis_thaliana	21
AT1G29952.1	Arabidopsis_thaliana	21
AT5G35195.1	Arabidopsis_thaliana	21
AT3G31068.1	Arabidopsis_thaliana	21
AT3G58676.1	Arabidopsis_thaliana	21
AT5G28642.1	Arabidopsis_thaliana	21
AT5G64395.1	Arabidopsis_thaliana	21
AT3G31051.1	Arabidopsis_thaliana	21
AT3G28260.1	Arabidopsis_thaliana	21
AT5G29210.1	Arabidopsis_thaliana	21
AT5G26890.1	Arabidopsis_thaliana	21
AT3G26539.1	Arabidopsis_thaliana	21
AT2G05803.1	Arabidopsis_thaliana	21
AT4G37095.1	Arabidopsis_thaliana	21
ATMG01240.1	Arabidopsis_thaliana	21
AT3G31401.1	Arabidopsis_thaliana	21
AT1G62421.1	Arabidopsis_thaliana	21
AT2G06906.1	Arabidopsis_thaliana	21
AT3G62400.1	Arabidopsis_thaliana	21
AT2G34224.1	Arabidopsis_thaliana	21
AT4G02489.1	Arabidopsis_thaliana	21
AT1G12211.1	Arabidopsis_thaliana	21
AT3G25719.1	Arabidopsis_thaliana	21
AT2G10014.1	Arabidopsis_thaliana	21
AT3G52830.1	Arabidopsis_thaliana	21
AT1G52905.1	Arabidopsis_thaliana	21
AT5G50910.1	Arabidopsis_thaliana	21
AT4G04953.1	Arabidopsis_thaliana	21
AT3G20966.1	Arabidopsis_thaliana	21
AT5G04790.1	Arabidopsis_thaliana	21
AT1G44085.1	Arabidopsis_thaliana	21
AT3G46380.1	Arabidopsis_thaliana	21
AT5G44306.1	Arabidopsis_thaliana	21
AT3G61763.1	Arabidopsis_thaliana	21
AT4G36791.1	Arabidopsis_thaliana	21
AT1G35181.1	Arabidopsis_thaliana	21
AT3G30160.1	Arabidopsis_thaliana	21
AT2G01175.1	Arabidopsis_thaliana	21
AT3G62907.1	Arabidopsis_thaliana	21
AT3G29140.1	Arabidopsis_thaliana	21
AT5G58790.1	Arabidopsis_thaliana	21
AT1G25180.1	Arabidopsis_thaliana	21
AT2G45126.1	Arabidopsis_thaliana	21
AT4G11211.1	Arabidopsis_thaliana	21
AT5G27967.1	Arabidopsis_thaliana	21
AT4G04925.1	Arabidopsis_thaliana	21
AT5G35631.1	Arabidopsis_thaliana	21
AT5G48280.1	Arabidopsis_thaliana	21
AT2G04675.1	Arabidopsis_thaliana	21
AT5G12043.1	Arabidopsis_thaliana	21
AT1G45163.1	Arabidopsis_thaliana	21
AT1G49938.1	Arabidopsis_thaliana	21
AT4G09860.1	Arabidopsis_thaliana	21
AT4G09850.1	Arabidopsis_thaliana	21
AT2G12977.1	Arabidopsis_thaliana	21
AT5G60548.1	Arabidopsis_thaliana	21
AT2G07521.1	Arabidopsis_thaliana	21
AT2G20784.1	Arabidopsis_thaliana	21
AT2G18938.1	Arabidopsis_thaliana	21
AT2G39865.1	Arabidopsis_thaliana	21
AT1G55045.1	Arabidopsis_thaliana	21
AT5G50012.1	Arabidopsis_thaliana	21
AT5G03837.1	Arabidopsis_thaliana	21
